tick,symbol,position,avg_price,realized,unrealized,total,mid
1490,BTC,-39,56145.7,-28775.3,-3286.52,-32061.8,56230
1490,ETH,124,1968.42,2568.62,815.759,3384.38,1974.99
1490,ADA,93,1,522,17.9025,539.903,1.1925
1500,BTC,-41,56149.8,-28775.3,-3286.51,-32061.8,56230
1500,ETH,126,1968.49,2568.62,819.749,3388.37,1974.99
1500,ADA,104,1,522,20.0616,542.062,1.1929
1510,BTC,-43,56153.6,-28775.3,-4150.37,-32925.7,56250.1
1510,ETH,124,1968.49,2581.64,779.457,3361.1,1974.78
1510,ADA,102,1,524,19.4208,543.421,1.1904
1520,BTC,-36,56157.9,-29585.8,-2954.71,-32540.5,56240
1520,ETH,114,1968.56,2694.92,733.515,3428.43,1974.99
1520,ADA,97,1,574,18.3087,592.309,1.18875
1530,BTC,-27,56162.3,-30360.4,-2284.84,-32645.2,56246.9
1530,ETH,121,1968.67,2707.58,730.722,3438.31,1974.7
1530,ADA,104,1,576,19.6872,595.687,1.1893
1540,BTC,-29,56166,-30360.4,-1423.64,-31784,56215.1
1540,ETH,119,1968.67,2720.25,753.154,3473.41,1974.99
1540,ADA,102,1,578,19.533,597.533,1.1915
1550,BTC,-27,56166,-30452.4,-1325.46,-31777.8,56215.1
1550,ETH,121,1968.74,2720.25,757.144,3477.4,1974.99
1550,ADA,104,1,578,19.9628,597.963,1.19195
1560,BTC,-29,56171.3,-30452.4,-1411.77,-31864.1,56220
1560,ETH,119,1968.74,2732.78,744.629,3477.41,1974.99
1560,ADA,94,1,626,18.0903,644.09,1.19245
1570,BTC,-31,56175.8,-30452.4,-2333.09,-32785.5,56251
1570,ETH,119,1968.74,2732.78,744.629,3477.41,1974.99
1570,ADA,96,1,626,18.3456,644.346,1.1911
1580,BTC,-31,56175.8,-30452.4,-2398.19,-32850.6,56253.1
1580,ETH,119,1968.74,2732.78,730.944,3463.72,1974.88
1580,ADA,94,1,628,17.7989,645.799,1.18935
1590,BTC,-20,56175.8,-31228.1,-1484.82,-32712.9,56250
1590,ETH,121,1968.81,2732.78,594.949,3327.73,1973.72
1590,ADA,92,1,630,17.5076,647.508,1.1903
1600,BTC,-22,56184.5,-31228.1,-1692.93,-32921,56261.5
1600,ETH,119,1968.81,2745.16,736.245,3481.41,1974.99
1600,ADA,94,1,630,17.907,647.907,1.1905
1610,BTC,-20,56184.5,-31389.1,-2336.33,-33725.4,56301.3
1610,ETH,121,1968.88,2745.16,740.235,3485.4,1974.99
1610,ADA,96,1,630,18.3552,648.355,1.1912
1620,BTC,-4,56195.3,-33193.1,-387.036,-33580.1,56292
1620,ETH,121,1968.95,2757.41,731.99,3489.4,1974.99
1620,ADA,84,1,680,16.1154,696.115,1.19185
1630,BTC,-14,56265.6,-33284,-650.384,-33934.4,56312
1630,ETH,121,1968.95,2757.41,886.87,3644.28,1976.28
1630,ADA,86,1,680,16.211,696.211,1.1885
1640,BTC,4,56297,-33841,-52.02,-33893,56284
1640,ETH,119,1968.95,2765.51,364.081,3129.6,1972.01
1640,ADA,88,1,680,16.632,696.632,1.189
1650,BTC,23,56231,-33841,-189.555,-34030.6,56222.7
1650,ETH,121,1968.98,2765.51,421.751,3187.27,1972.46
1650,ADA,78,1,728,14.6211,742.621,1.18745
1660,BTC,33,56230.7,-33841,131.615,-33709.4,56234.7
1660,ETH,131,1968.75,2765.51,33.1407,2798.66,1969.01
1660,ADA,80,1,728,15.148,743.148,1.18935
1670,BTC,53,56224.9,-33841,-2570.42,-36411.4,56176.4
1670,ETH,131,1968.75,2765.51,309.551,3075.07,1971.12
1670,ADA,90,1,728,16.8975,744.898,1.18775
1680,BTC,51,56224.9,-33900.9,-1580.92,-35481.8,56193.9
1680,ETH,140,1968.7,2765.51,358.586,3124.1,1971.27
1680,ADA,92,1,728,17.3696,745.37,1.1888
1690,BTC,51,56224.9,-33900.9,-1548.79,-35449.7,56194.6
1690,ETH,149,1968.6,2765.51,505.741,3271.26,1971.99
1690,ADA,90,1,730,17.0145,747.014,1.18905
1700,BTC,51,56223.7,-33958.3,-1485.39,-35443.7,56194.6
1700,ETH,147,1968.6,2774.31,228.472,3002.79,1970.15
1700,ADA,86,1,734,16.1035,750.103,1.18725
1710,BTC,53,56222.2,-33958.3,-1971.04,-35929.3,56185
1710,ETH,145,1968.6,2775.11,-76.2363,2698.88,1968.08
1710,ADA,97,1,734,17.8819,751.882,1.18435
1720,BTC,51,56222.2,-34092.6,-3986.13,-38078.7,56144
1720,ETH,156,1968.17,2775.11,-233.811,2541.3,1966.67
1720,ADA,95,1,736,17.727,753.727,1.1866
1730,BTC,37,56222.2,-35430.9,-3661.87,-39092.8,56123.2
1730,ETH,154,1968.17,2776.76,136.476,2913.24,1969.06
1730,ADA,113,1,736,20.8033,756.803,1.1841
1740,BTC,46,56208.2,-35430.9,-2416.65,-37847.6,56155.7
1740,ETH,165,1967.69,2776.76,-481.714,2295.05,1964.77
1740,ADA,113,1,736,20.8598,756.86,1.1846
1750,BTC,55,56191.3,-35430.9,-4733.41,-40164.3,56105.3
1750,ETH,167,1967.63,2776.76,-451.454,2325.31,1964.93
1750,ADA,115,1,736,21.4877,757.488,1.18685
1760,BTC,57,56188.3,-35430.9,-5031.8,-40462.7,56100
1760,ETH,174,1967.29,2771.5,-286.267,2485.23,1965.64
1760,ADA,117,1,736,21.5982,757.598,1.1846
1770,BTC,64,56175.9,-35549.5,-4572.96,-40122.4,56104.4
1770,ETH,171,1966.8,2756.01,-818.45,1937.57,1962.02
1770,ADA,119,1,736,21.9496,757.95,1.18445
1780,BTC,64,56175.9,-35549.5,-6127.52,-41677,56080.1
1780,ETH,171,1966.8,2756.01,-990.305,1765.71,1961.01
1780,ADA,117,1,738,21.6567,759.657,1.1851
1790,BTC,66,56172.9,-35549.5,-5386.07,-40935.6,56091.3
1790,ETH,189,1965.82,2756.01,-609.56,2146.46,1962.6
1790,ADA,126,1,738,23.373,761.373,1.1855
1800,BTC,68,56171.5,-35549.5,-3159.86,-38709.3,56125
1800,ETH,179,1965.77,2770.78,-489.513,2281.27,1963.04
1800,ADA,126,1,740,23.121,763.121,1.1835
1810,BTC,66,56171.5,-35642.4,-3066.92,-38709.3,56125
1810,ETH,186,1965.35,2762.08,-906.728,1855.35,1960.47
1810,ADA,128,1,740,23.584,763.584,1.18425
1820,BTC,77,56161.9,-35642.4,-5435.8,-41078.2,56091.3
1820,ETH,176,1965.3,2782.43,-377.275,2405.16,1963.16
1820,ADA,130,1,740,24.076,764.076,1.1852
1830,BTC,77,56161.9,-35642.4,-4768.98,-40411.4,56100
1830,ETH,185,1965.05,2782.43,-151.81,2630.63,1964.22
1830,ADA,132,1,740,24.3804,764.38,1.1847
1840,BTC,75,56161.9,-35788.3,-4645.11,-40433.4,56100
1840,ETH,185,1965.05,2782.43,-185.11,2597.33,1964.05
1840,ADA,132,1,740,24.3804,764.38,1.1847
1850,BTC,77,56160.3,-35788.3,-4641.12,-40429.4,56100
1850,ETH,194,1964.81,2782.43,12.3151,2794.75,1964.88
1850,ADA,130,1,742,23.907,765.907,1.1839
1860,BTC,75,56160.3,-35908.8,-4520.57,-40429.4,56100
1860,ETH,192,1964.81,2782.81,16.9881,2799.8,1964.9
1860,ADA,132,1,742,24.3276,766.328,1.1843
1870,BTC,73,56160.3,-36029.3,-4400.02,-40429.4,56100
1870,ETH,199,1964.55,2783.19,15.1861,2798.38,1964.62
1870,ADA,139,1,744,25.6594,769.659,1.1846
1880,BTC,76,56157.8,-36029.3,-4394.03,-40423.4,56100
1880,ETH,199,1964.55,2783.19,-68.3939,2714.8,1964.2
1880,ADA,136,1,747,25.0648,772.065,1.1843
1890,BTC,80,56154.8,-36029.3,-4386.05,-40415.4,56100
1890,ETH,203,1964.52,2783.19,-7.74885,2775.44,1964.48
1890,ADA,140,1,747,25.977,772.977,1.18555
1900,BTC,83,56152.7,-36029.3,-5417.38,-41446.7,56087.4
1900,ETH,206,1964.5,2783.19,102.781,2885.97,1964.99
1900,ADA,143,1,747,26.505,773.505,1.18535
1910,BTC,89,56145.9,-36167,-4288.17,-40455.1,56097.7
1910,ETH,224,1964.13,2783.19,161.331,2944.52,1964.86
1910,ADA,140,1,750,25.802,775.802,1.1843
1920,BTC,98,56141,-36167,-4237.09,-40404.1,56097.8
1920,ETH,224,1964.13,2783.19,192.691,2975.88,1964.99
1920,ADA,138,1,752,25.5162,777.516,1.1849
1930,BTC,100,56140.2,-36167,-4016.52,-40183.5,56100
1930,ETH,226,1964.12,2783.19,196.681,2979.87,1964.99
1930,ADA,147,1,752,26.9377,778.938,1.18325
1940,BTC,103,56138.9,-36167,-4010.54,-40177.5,56100
1940,ETH,214,1964.12,2829.69,120.968,2950.66,1964.69
1940,ADA,147,1,752,26.8422,778.842,1.1826
1950,BTC,100,56138.9,-36283.8,-3893.73,-40177.5,56100
1950,ETH,211,1964.12,2832.32,-74.8479,2757.47,1963.77
1950,ADA,150,1,752,27.375,779.375,1.1825
1960,BTC,97,56138.9,-36400.6,-3867.13,-40267.7,56099.1
1960,ETH,214,1964.09,2832.32,0.0120875,2832.33,1964.1
1960,ADA,153,1,752,27.7695,779.769,1.1815
1970,BTC,94,56138.9,-36517.4,-3660.1,-40177.5,56100
1970,ETH,232,1963.74,2832.32,-181.758,2650.56,1962.95
1970,ADA,162,1,752,28.998,780.998,1.179
1980,BTC,82,56137.1,-36837.4,-3756.18,-40593.5,56091.3
1980,ETH,244,1963.46,2832.32,-598.098,2234.22,1961.01
1980,ADA,162,1,755,28.7631,783.763,1.17755
1990,BTC,91,56128.9,-36837.4,-5742.48,-42579.8,56065.8
1990,ETH,241,1963.46,2827.95,-414.814,2413.13,1961.73
1990,ADA,165,1,755,29.502,784.502,1.1788
2000,BTC,94,56126.5,-36837.4,-6726.76,-43564.1,56054.9
2000,ETH,238,1963.46,2829.58,-26.4706,2803.11,1963.35
2000,ADA,162,1,758,28.7631,786.763,1.17755
2010,BTC,97,56124,-36837.4,-7815.36,-44652.7,56043.4
2010,ETH,235,1963.26,2850.49,-420.042,2430.45,1961.47
2010,ADA,165,1,758,29.304,787.304,1.1776
2020,BTC,94,56124,-37158.3,-10100.4,-47258.7,56016.5
2020,ETH,232,1963.26,2852.72,9.88058,2862.6,1963.3
2020,ADA,168,1,758,29.4672,787.467,1.1754
2030,BTC,94,56124,-37158.3,-8339.75,-45498,56035.3
2030,ETH,229,1963.26,2854.95,-435.652,2419.3,1961.36
2030,ADA,165,1,761,29.2297,790.23,1.17715
2040,BTC,103,56115.1,-37158.3,-9875.67,-47033.9,56019.2
2040,ETH,232,1963.2,2854.95,-125.827,2729.12,1962.66
2040,ADA,168,1,761,29.4924,790.492,1.17555
2050,BTC,100,56115.1,-37503.5,-9231.53,-46735,56022.8
2050,ETH,241,1963.01,2854.95,-726.152,2128.79,1959.99
2050,ADA,177,1,761,31.329,792.329,1.177
2060,BTC,91,56112.3,-38815.4,-10222.1,-49037.5,56000
2060,ETH,244,1962.95,2854.95,-720.167,2134.78,1959.99
2060,ADA,174,1,764,30.8328,794.833,1.1772
2070,BTC,106,56097.8,-38815.4,-6902.95,-45718.3,56032.7
2070,ETH,265,1962.38,2854.95,-507.397,2347.55,1960.47
2070,ADA,174,1,767,30.9633,797.963,1.17795
2080,BTC,103,56097.8,-38991.8,-7238.55,-46230.4,56027.5
2080,ETH,271,1962.21,2854.32,-212.149,2642.17,1961.42
2080,ADA,177,1,767,31.5945,798.595,1.1785
2090,BTC,106,56096.1,-38991.8,-6111,-45102.8,56038.4
2090,ETH,245,1962.21,2891.92,-419.645,2472.27,1960.49
2090,ADA,174,1,770,30.972,800.972,1.178
2100,BTC,109,56094.5,-38991.8,-6101.21,-45093,56038.5
2100,ETH,254,1961.92,2891.92,-777.75,2114.17,1958.86
2100,ADA,180,1,773,31.86,804.86,1.177
2110,BTC,118,56088.2,-38991.8,-9244.05,-48235.9,56009.8
2110,ETH,263,1961.65,2891.92,-1682.17,1209.75,1955.25
2110,ADA,183,1,773,32.6106,805.611,1.1782
2120,BTC,118,56088.2,-38991.8,-13030.7,-52022.5,55977.8
2120,ETH,251,1961.65,2884.17,-990.467,1893.7,1957.7
2120,ADA,186,1,773,33.4335,806.433,1.17975
2130,BTC,115,56083.7,-39492.3,-5226.42,-44718.7,56038.3
2130,ETH,263,1961.41,2884.17,-219.942,2664.23,1960.58
2130,ADA,189,1,773,34.0484,807.048,1.18015
2140,BTC,118,56082.6,-39492.3,-2130.71,-41623,56064.6
2140,ETH,266,1961.4,2884.17,-139.747,2744.42,1960.87
2140,ADA,186,1,776,33.3498,809.35,1.1793
2150,BTC,109,56082.2,-39278.1,965.75,-38312.4,56091
2150,ETH,269,1961.36,2884.17,-199.732,2684.44,1960.62
2150,ADA,198,1,776,35.3331,811.333,1.17845
2160,BTC,118,56081.8,-39265.6,479.997,-38785.6,56085.9
2160,ETH,275,1961.15,2883.09,-453.594,2429.5,1959.5
2160,ADA,198,1,779,35.5212,814.521,1.1794
2170,BTC,115,56081.8,-39331,-2510.71,-41841.7,56060
2170,ETH,266,1961.14,2917.3,221.719,3139.02,1961.97
2170,ADA,195,1,782,35.529,817.529,1.1822
2180,BTC,115,56081.8,-39331,2090.44,-37240.6,56100
2180,ETH,275,1961.07,2917.3,977.199,3894.5,1964.62
2180,ADA,198,1,782,36.4221,818.422,1.18395
2190,BTC,112,56081.8,-39222.5,5448.55,-33773.9,56130.5
2190,ETH,278,1961.09,2917.3,1058.51,3975.81,1964.89
2190,ADA,195,1,785,35.5583,820.558,1.18235
2200,BTC,115,56083.8,-39222.5,5947.4,-33275.1,56135.5
2200,ETH,281,1961.11,2917.3,988.324,3905.63,1964.62
2200,ADA,198,1,785,36.2142,821.214,1.1829
2210,BTC,112,56083.8,-39065.8,6846.17,-32219.6,56144.9
2210,ETH,272,1961.13,2999.77,1051.87,4051.64,1964.99
2210,ADA,201,1,785,36.7428,821.743,1.1828
2220,BTC,115,56085.5,-39065.8,7529.63,-31536.2,56151
2220,ETH,275,1961.15,2999.77,1251.73,4251.5,1965.7
2220,ADA,204,1,785,37.23,822.23,1.1825
2230,BTC,118,56087,-39065.8,9698.1,-29367.7,56169.2
2230,ETH,269,1961.18,3132.22,1538.54,4670.76,1966.89
2230,ADA,210,1,788,38.178,826.178,1.1818
2240,BTC,115,56091.8,-38079.3,8897.1,-29182.2,56169.2
2240,ETH,269,1961.18,3132.22,1533.16,4665.38,1966.88
2240,ADA,213,1,788,38.6915,826.691,1.18165
2250,BTC,126,56093.9,-38079.3,771.643,-37307.6,56100
2250,ETH,266,1961.18,3140.69,708.75,3849.44,1963.84
2250,ADA,222,1,791,39.4272,830.427,1.1776
2260,BTC,123,56093.9,-38060.9,753.27,-37307.6,56100
2260,ETH,274,1961.11,3140.69,50.1402,3190.83,1961.3
2260,ADA,219,1,794,38.5002,832.5,1.1758
2270,BTC,132,56089.9,-38060.9,-6711.13,-44772,56039
2270,ETH,283,1960.95,3140.69,-579.99,2560.7,1958.9
2270,ADA,216,1,797,38.286,835.286,1.17725
2280,BTC,150,56078.4,-38060.9,-15204.6,-53265.5,55977.1
2280,ETH,301,1960.65,3140.69,-478.125,2662.57,1959.07
2280,ADA,216,1,797,37.7028,834.703,1.17455
2290,BTC,147,56078.4,-38314.1,-18877.6,-57191.7,55950
2290,ETH,298,1960.65,3135.73,-887.579,2248.15,1957.67
2290,ADA,213,1,800,36.9875,836.987,1.17365
2300,BTC,156,56070.3,-38314.1,-21110,-59424.1,55934.9
2300,ETH,301,1960.6,3135.73,-1300.95,1834.78,1956.28
2300,ADA,216,1,800,38.178,838.178,1.17675
2310,BTC,165,56060.4,-38314.1,-26452.5,-64766.7,55900.1
2310,ETH,307,1960.4,3124.94,-963.583,2161.36,1957.27
2310,ADA,225,1,800,38.9587,838.959,1.17315
2320,BTC,168,56058,-38314.1,-24763.7,-63077.8,55910.6
2320,ETH,310,1960.33,3124.94,-2193.89,931.05,1953.26
2320,ADA,222,1,803,38.2506,841.251,1.1723
2330,BTC,177,56050.1,-38314.1,-29540.5,-67854.6,55883.2
2330,ETH,319,1960.01,3124.94,-1983.33,1141.61,1953.8
2330,ADA,222,1,803,38.0952,841.095,1.1716
2340,BTC,189,56035.7,-38314.1,-43443.6,-81757.7,55805.8
2340,ETH,340,1959.31,3124.94,-2711.74,413.2,1951.33
2340,ADA,228,1,806,39.3072,845.307,1.1724
2350,BTC,179,56031.9,-40822.4,-35361.8,-76184.2,55834.4
2350,ETH,343,1959.22,3124.94,-2766.06,358.88,1951.16
2350,ADA,240,1,806,41.16,847.16,1.1715
2360,BTC,182,56028.9,-40822.4,-35924.7,-76747.1,55831.5
2360,ETH,351,1958.95,3124.94,-3013.58,111.36,1950.36
2360,ADA,256,1,806,43.712,849.712,1.17075
2370,BTC,177,56019.3,-43503.7,-37308.2,-80811.9,55808.5
2370,ETH,351,1958.95,3124.94,-3443.55,-318.615,1949.13
2370,ADA,259,1,806,44.5221,850.522,1.1719
2380,BTC,182,56009.4,-44143.5,-38429.9,-82573.4,55798.2
2380,ETH,325,1958.95,2970.35,-2908.98,61.375,1949.99
2380,ADA,262,1,806,45.1557,851.156,1.17235
2390,BTC,193,55998.1,-44143.5,-30941.3,-75084.8,55837.8
2390,ETH,322,1958.95,2949.51,-2531.14,418.37,1951.09
2390,ADA,265,1,806,45.1692,851.169,1.17045
2400,BTC,190,55998.1,-44572.9,-27213.3,-71786.2,55854.9
2400,ETH,319,1958.95,2925.68,-3006.8,-81.12,1949.52
2400,ADA,262,1,809,43.9243,852.924,1.16765
2410,BTC,182,55989.4,-46439.2,-37472.5,-83911.7,55783.5
2410,ETH,330,1958.51,2925.68,-4769.53,-1843.85,1944.06
2410,ADA,262,1,809,44.7627,853.763,1.17085
2420,BTC,193,55974.5,-46439.2,-52976.8,-99416,55700
2420,ETH,320,1958.36,2843,-3599.8,-756.8,1947.11
2420,ADA,265,1,809,45.0368,854.037,1.16995
2430,BTC,199,55967.6,-46439.2,-34540.8,-80980,55794
2430,ETH,323,1958.24,2843,-3724.29,-881.285,1946.7
2430,ADA,262,1,812,44.1208,856.121,1.1684
2440,BTC,196,55967.6,-46998.9,-36703.3,-83702.2,55780.3
2440,ETH,323,1958.24,2843,-4796.65,-1953.64,1943.38
2440,ADA,265,1,812,44.6392,856.639,1.16845
2450,BTC,196,55967.6,-46998.9,-48941.6,-95940.5,55717.9
2450,ETH,313,1958.09,2722.94,-4168.93,-1445.99,1944.77
2450,ADA,270,1,815,45.549,860.549,1.1687
2460,BTC,193,55967.6,-47699.6,-45208.7,-92908.3,55733.3
2460,ETH,310,1958.09,2683.68,-4693.18,-2009.5,1942.95
2460,ADA,273,1,815,46.1506,861.151,1.16905
2470,BTC,193,55967.6,-47699.6,-45234.7,-92934.3,55733.2
2470,ETH,318,1957.61,2683.68,-4842.84,-2159.16,1942.38
2470,ADA,270,1,818,45.144,863.144,1.1672
2480,BTC,201,55958.2,-47699.6,-44689.6,-92389.1,55735.9
2480,ETH,334,1956.74,2683.68,-4618.07,-1934.39,1942.91
2480,ADA,281,1,818,47.2502,865.25,1.16815
2490,BTC,204,55955.1,-47699.6,-45664.4,-93364,55731.3
2490,ETH,337,1956.62,2683.68,-4153.26,-1469.58,1944.3
2490,ADA,278,1,821,46.8986,867.899,1.1687
2500,BTC,194,55952.2,-50133.6,-40051.1,-90184.7,55745.8
2500,ETH,353,1955.89,2683.68,-4043.12,-1359.44,1944.43
2500,ADA,281,1,821,47.489,868.489,1.169
2510,BTC,197,55949.1,-50133.6,-31299.2,-81432.8,55790.3
2510,ETH,350,1955.89,2651.01,-3812.76,-1161.75,1944.99
2510,ADA,289,1,821,48.7254,869.725,1.1686
2520,BTC,205,55944.3,-50133.6,-23821,-73954.6,55828.1
2520,ETH,355,1955.55,2618.35,-3985.97,-1367.62,1944.33
2520,ADA,289,1,824,48.6531,872.653,1.16835
2530,BTC,202,55944.3,-50482.4,-23650.2,-74132.6,55827.2
2530,ETH,358,1955.45,2618.35,-3742.14,-1123.79,1944.99
2530,ADA,292,1,824,49.0414,873.041,1.16795
2540,BTC,205,55942.6,-50482.4,-22596.9,-73079.4,55832.3
2540,ETH,358,1955.45,2618.35,-3738.56,-1120.21,1945.01
2540,ADA,303,1,824,50.601,874.601,1.167
2550,BTC,213,55938.6,-50482.4,-22043.2,-72525.6,55835.1
2550,ETH,366,1955.09,2618.35,-4975.18,-2356.83,1941.49
2550,ADA,306,1,824,51.5457,875.546,1.16845
2560,BTC,213,55938.6,-50482.4,-20819.5,-71302,55840.8
2560,ETH,377,1954.66,2618.35,-4016.58,-1398.23,1944.01
2560,ADA,306,1,824,51.561,875.561,1.1685
2570,BTC,197,55938.6,-51625.9,-13518,-65143.9,55870
2570,ETH,380,1954.56,2618.35,-4490.15,-1871.8,1942.74
2570,ADA,317,1,824,53.5413,877.541,1.1689
2580,BTC,197,55938.6,-51625.9,-15216.1,-66842.1,55861.4
2580,ETH,364,1954.56,2498.45,-4017.17,-1518.72,1943.52
2580,ADA,317,1,824,53.3036,877.304,1.16815
2590,BTC,205,55935.4,-51625.9,-14346.7,-65972.7,55865.5
2590,ETH,369,1954.2,2469.78,-4666.83,-2197.05,1941.55
2590,ADA,322,1,827,53.5486,880.549,1.1663
2600,BTC,200,55932.8,-52372.8,-23933.2,-76306,55813.2
2600,ETH,377,1953.81,2469.78,-5866.53,-3396.75,1938.25
2600,ADA,325,1,827,53.0888,880.089,1.16335
2610,BTC,204,55930.2,-52372.8,-36001.3,-88374.1,55753.7
2610,ETH,380,1953.67,2469.78,-5985.18,-3515.4,1937.92
2610,ADA,324,1,831,51.9858,882.986,1.16045
2620,BTC,220,55917,-52372.8,-41109.9,-93482.7,55730.2
2620,ETH,375,1953.2,2233.14,-8472.39,-6239.25,1930.61
2620,ADA,327,1,831,53.0558,884.056,1.16225
2630,BTC,232,55901.7,-52372.8,-63761.5,-116134,55626.9
2630,ETH,362,1953.2,2048.5,-6718.01,-4669.51,1934.64
2630,ADA,331,1,831,54.0689,885.069,1.16335
2640,BTC,228,55901.7,-53351.6,-57361.2,-110713,55650.1
2640,ETH,353,1952.99,1918.59,-5232.58,-3313.99,1938.17
2640,ADA,343,1,831,57.2467,888.247,1.1669
2650,BTC,232,55897.5,-53351.6,-55023.4,-108375,55660.3
2650,ETH,357,1952.85,1918.59,-4392.02,-2473.43,1940.55
2650,ADA,347,1,831,58.296,889.296,1.168
2660,BTC,228,55897.5,-54293.6,-18971.8,-73265.5,55814.3
2660,ETH,361,1952.48,1864.67,-3219.51,-1354.84,1943.56
2660,ADA,351,1,831,59.8981,890.898,1.17065
2670,BTC,215,55897.5,-55470.3,-909.402,-56379.7,55893.3
2670,ETH,359,1952.2,1809.89,-2805.68,-995.785,1944.38
2670,ADA,351,1,831,60.9161,891.916,1.17355
2680,BTC,189,55897.5,-53858.7,18605.2,-35253.5,55996
2680,ETH,363,1952.1,1809.89,-1084.96,724.93,1949.11
2680,ADA,347,1,835,61.0894,896.089,1.17605
2690,BTC,189,55897.5,-53858.7,30718.2,-23140.5,56060
2690,ETH,371,1951.95,1809.89,504.263,2314.16,1953.31
2690,ADA,351,1,835,61.583,896.583,1.17545
2700,BTC,189,55901.3,-53196.8,33221.1,-19975.7,56077.1
2700,ETH,371,1951.95,1818.11,637.607,2455.72,1953.66
2700,ADA,330,1,908,58.6575,966.658,1.17775
2710,BTC,197,55908.8,-53196.8,32255.1,-20941.7,56072.6
2710,ETH,375,1951.99,1818.11,1903.27,3721.38,1957.07
2710,ADA,326,1,912,57.9791,969.979,1.17785
2720,BTC,201,55912.6,-53196.8,37666.8,-15530,56100
2720,ETH,371,1951.99,1842.15,2070.32,3912.47,1957.57
2720,ADA,330,1,912,58.872,970.872,1.1784
2730,BTC,209,55920.6,-53196.8,48742.2,-4454.53,56153.8
2730,ETH,375,1952.06,1842.15,3628.35,5470.5,1961.74
2730,ADA,326,1,916,58.0443,974.044,1.17805
2740,BTC,195,55920.6,-49252.4,61109.4,11857,56234
2740,ETH,372,1952.06,1868.96,2137.36,4006.32,1957.81
2740,ADA,323,1,919,56.8642,975.864,1.17605
2750,BTC,192,55920.6,-48435.2,45504.3,-2930.92,56157.6
2750,ETH,369,1952.06,1889.76,1550.02,3439.79,1956.27
2750,ADA,326,1,919,57.5716,976.572,1.1766
2760,BTC,195,55924.2,-48435.2,45509.1,-2926.08,56157.6
2760,ETH,367,1952.08,1992.94,2059.29,4052.23,1957.69
2760,ADA,329,1,919,57.9205,976.92,1.17605
2770,BTC,195,55924.2,-48435.2,47024.3,-1410.93,56165.4
2770,ETH,371,1952.09,1992.94,657.116,2650.06,1953.86
2770,ADA,333,1,919,58.8411,977.841,1.1767
2780,BTC,198,55939,-45965.2,36778.7,-9186.51,56124.8
2780,ETH,375,1952.07,2004.59,1098.54,3103.13,1954.99
2780,ADA,329,1,923,58.5785,981.578,1.17805
2790,BTC,185,55939,-43352.3,42276.4,-1075.88,56167.5
2790,ETH,372,1952.07,2013.39,913.048,2926.44,1954.52
2790,ADA,328,1,927,58.7448,985.745,1.1791
2800,BTC,185,55939,-43352.3,40459.7,-2892.58,56157.7
2800,ETH,388,1952.02,2013.39,969.368,2982.76,1954.52
2800,ADA,331,1,927,59.3152,986.315,1.1792
2810,BTC,188,55942.2,-43352.3,36914.1,-6438.18,56138.5
2810,ETH,399,1952.01,2013.39,1191.61,3205.01,1954.99
2810,ADA,334,1,927,60.12,987.12,1.18
2820,BTC,188,55942.2,-43352.3,43154.8,-197.52,56171.7
2820,ETH,402,1952.02,2013.39,1197.6,3210.99,1954.99
2820,ADA,324,1,992,59.0652,1051.07,1.1823
2830,BTC,192,55947.1,-43352.3,45705.1,2352.84,56185.1
2830,ETH,406,1952.03,2013.39,1205.58,3218.97,1954.99
2830,ADA,328,1,992,59.3516,1051.35,1.18095
2840,BTC,188,55947.1,-42340.7,47544.7,5204.06,56200
2840,ETH,402,1952.03,2025.29,1193.7,3218.99,1954.99
2840,ADA,332,1,992,59.7766,1051.78,1.18005
2850,BTC,204,55967.7,-42340.7,49655,7314.34,56211.1
2850,ETH,402,1952.03,2025.29,1609.77,3635.06,1956.03
2850,ADA,336,1,992,60.312,1052.31,1.1795
2860,BTC,208,55972.5,-42340.7,48317.7,5977,56204.8
2860,ETH,414,1952.09,2025.29,2097.95,4123.24,1957.16
2860,ADA,336,1,992,60.2784,1052.28,1.1794
2870,BTC,216,55981.1,-42340.7,43379.6,1038.96,56181.9
2870,ETH,418,1952.11,2048.92,2008.55,4057.47,1956.91
2870,ADA,344,1,992,61.318,1053.32,1.17825
2880,BTC,216,55984.7,-41541.1,41783.9,242.8,56178.2
2880,ETH,422,1952.12,2048.92,1197.09,3246.01,1954.95
2880,ADA,352,1,996,62.832,1058.83,1.1785
2890,BTC,212,55984.7,-40764,41010.1,246.1,56178.2
2890,ETH,417,1952.06,2152.14,1413.51,3565.65,1955.45
2890,ADA,348,1,1000,61.7526,1061.75,1.17745
2900,BTC,212,55984.7,-40764,30348.6,-10415.4,56127.9
2900,ETH,425,1952.04,2152.14,815.864,2968,1953.96
2900,ADA,352,1,1000,63.1136,1063.11,1.1793
2910,BTC,216,55986.7,-40764,23079.1,-17685,56093.6
2910,ETH,421,1952.04,2171.97,1694.39,3866.37,1956.07
2910,ADA,348,1,1004,61.8048,1065.8,1.1776
2920,BTC,212,55986.7,-40246.9,24100.7,-16146.2,56100.4
2920,ETH,425,1952.06,2171.97,1415.78,3587.75,1955.39
2920,ADA,348,1,1004,61.596,1065.6,1.177
2930,BTC,216,55988.6,-40246.9,21901,-18345.9,56090
2930,ETH,421,1952.06,2187.74,690.96,2878.7,1953.7
2930,ADA,352,1,1004,61.9344,1065.93,1.17595
